name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
Cspg5,10.9,11.9,10.2,0.856,-0.2,0.61,-0.37,7.1e-01,1.0e+00,0.9166,14281,11.1,14,10.5,3.1,17.2,14.1,6.5
AB124611,2.1,2.5,1.8,0.735,-0.4,1.21,-0.37,7.1e-01,1.0e+00,NA,NA,4.6,1.3,1.6,3.1,0,1.3,2.8
Tox4,94.9,91.5,97.4,1.056,0.1,0.21,0.37,7.1e-01,1.0e+00,0.9166,14283,93.3,86.5,94.8,99.5,109.8,97.7,82.5
Aurkb,65,61.2,67.8,1.127,0.2,0.47,0.37,7.1e-01,1.0e+00,0.9166,14284,47.1,99.2,37.3,93.2,17.2,85.6,75.1
Zfp69,3.6,2.8,4.1,1.337,0.4,1.14,0.37,7.1e-01,1.0e+00,0.9166,14285,1.8,2.5,4.1,4.2,11,1.3,0
Zc3h14,32.8,31,34.2,1.093,0.1,0.35,0.37,7.1e-01,1.0e+00,0.9166,14286,35.1,25.4,32.4,49.2,29.8,28.1,29.7
Msantd5l,1,0.7,1.1,1.61,0.7,1.87,0.37,7.1e-01,1.0e+00,NA,NA,0,1.3,0.8,0,3.1,0.6,0.9
Osmr,531.6,545.5,521.1,0.951,-0.1,0.2,-0.37,7.1e-01,1.0e+00,0.9166,14287,545.7,454.2,636.7,509.1,661.7,465,448.6
D030056L22Rik,76.8,73.8,79.1,1.087,0.1,0.33,0.37,7.1e-01,1.0e+00,0.9166,14288,60,73.8,87.5,84.8,37.6,108.6,85.3
Gm30082,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Gm38412,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Gm46433,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Gm52726,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Gm54241,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Gsdmc4,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
LOC101055790,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Syt4,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Tmprss5,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Trpm2,0.4,0.6,0.2,0.498,-1,2.73,-0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,1,0,0,0
Clic3,5.6,6.3,5,0.768,-0.4,1.03,-0.37,7.1e-01,1.0e+00,0.9166,14298,3.7,12.7,2.4,2.1,14.1,3.8,0
Naa40,21.5,23,20.3,0.9,-0.2,0.41,-0.37,7.1e-01,1.0e+00,0.9166,14299,19.4,25.4,24.3,23,17.2,28.1,13
Tbx18,24.5,22.7,26,1.112,0.2,0.42,0.37,7.1e-01,1.0e+00,0.9166,14300,34.2,12.7,21.1,25.1,34.5,21.1,23.2
Timp4,0.9,0.6,1.1,1.678,0.7,2.03,0.37,7.1e-01,1.0e+00,NA,NA,0.9,0,0.8,0,3.1,1.3,0
Nkapl,8.9,8.2,9.4,1.17,0.2,0.62,0.37,7.1e-01,1.0e+00,0.9166,14302,3.7,12.7,8.1,8.4,9.4,7.7,12.1
Zfp647,10.7,9.4,11.6,1.177,0.2,0.64,0.37,7.1e-01,1.0e+00,0.9166,14303,4.6,5.1,18.6,15.7,14.1,8.3,8.3
AI987944,31.1,32.2,30.2,0.91,-0.1,0.37,-0.37,7.1e-01,1.0e+00,0.9166,14304,36.9,19.1,40.5,32.5,37.6,23,27.8
Dpm2,368.1,378.9,360,0.95,-0.1,0.2,-0.37,7.1e-01,1.0e+00,0.9166,14305,383.2,287.6,465.8,326.8,323,403.7,386.5
Pex26,31.9,33.2,31,0.91,-0.1,0.37,-0.37,7.1e-01,1.0e+00,0.9166,14306,36.9,31.8,30.8,25.1,50.2,27.5,21.3
9430065F17Rik,0.8,1.1,0.6,0.569,-0.8,2.22,-0.37,7.1e-01,1.0e+00,NA,NA,0,0,3.2,1,0,1.3,0
Trmt61a,71.9,75.4,69.2,0.933,-0.1,0.27,-0.37,7.1e-01,1.0e+00,0.9166,14308,68.3,100.5,57.5,60.8,62.7,81.8,71.4
Mphosph8,112.8,116.1,110.4,0.944,-0.1,0.23,-0.37,7.1e-01,1.0e+00,0.9166,14309,104.3,109.4,134.5,122.6,123.9,109.9,85.3
Ptcd3,20.1,18.9,21,1.131,0.2,0.48,0.37,7.1e-01,1.0e+00,0.9166,14309,20.3,24.2,12.2,37.7,14.1,16.6,15.8
Noxred1,4.4,3.6,5,1.261,0.3,0.91,0.37,7.1e-01,1.0e+00,0.9166,14310,4.6,1.3,4.9,3.1,11,3.8,1.9
Gm31439,7.2,6.1,8,1.209,0.3,0.74,0.37,7.1e-01,1.0e+00,0.9166,14311,6.5,3.8,8.1,7.3,17.2,3.8,3.7
Tgfbr1,634.9,655.1,619.7,0.949,-0.1,0.2,-0.37,7.1e-01,1.0e+00,0.9166,14312,558.6,810.5,596.2,672.5,461,693.6,651.6
Msantd4,61.1,64.8,58.4,0.914,-0.1,0.35,-0.37,7.1e-01,1.0e+00,0.9166,14313,45.2,67.4,81.8,63.9,31.4,86.2,51.9
Gba2,17.6,18.4,17,0.895,-0.2,0.44,-0.37,7.1e-01,1.0e+00,0.9166,14314,14.8,17.8,22.7,12.6,23.5,14.1,17.6
Ccn2,769.3,802.5,744.3,0.929,-0.1,0.29,-0.37,7.1e-01,1.0e+00,0.9166,14315,722.1,759.6,925.8,881,340.3,869.9,886.1
LOC118568354,4,4.8,3.4,0.779,-0.4,0.98,-0.37,7.1e-01,1.0e+00,0.9166,14316,1.8,10.2,2.4,1,1.6,6.4,4.6
Socs5,183.9,179.3,187.2,1.045,0.1,0.17,0.37,7.1e-01,1.0e+00,0.9166,14317,179.1,189.6,169.3,201.1,191.3,183.3,173.3
Commd1,404.5,413.6,397.6,0.964,-0.1,0.14,-0.37,7.1e-01,1.0e+00,0.9166,14318,391.5,433.9,415.5,407.5,368.5,419.6,394.9
Gm17501,77.4,81.7,74.1,0.921,-0.1,0.32,-0.37,7.1e-01,1.0e+00,0.9166,14319,56.3,118.3,70.5,94.3,45.5,74.1,82.5
Apol6,26.5,28.8,24.8,0.866,-0.2,0.57,-0.37,7.1e-01,1.0e+00,0.9166,14320,24,44.5,17.8,7.3,40.8,39,12.1
Gm39041,1.2,1.5,1,0.654,-0.6,1.67,-0.37,7.1e-01,1.0e+00,NA,NA,0,3.8,0.8,1,1.6,1.3,0
Gtdc1,22.2,23.5,21.3,0.91,-0.1,0.37,-0.37,7.1e-01,1.0e+00,0.9166,14321,21.2,24.2,25.1,25.1,18.8,21.7,19.5
Snord65,6.6,5.5,7.3,1.233,0.3,0.82,0.37,7.1e-01,1.0e+00,0.9166,14322,5.5,1.3,9.7,9.4,12.5,1.9,5.6
Psma4,161.7,154.9,166.9,1.065,0.1,0.25,0.37,7.1e-01,1.0e+00,0.9166,14323,169.9,104.3,190.4,150.8,213.3,149.5,153.9
Dlg1,225.7,219.8,230.1,1.043,0.1,0.17,0.37,7.1e-01,1.0e+00,0.9166,14324,210.5,225.2,223.6,215.8,261.9,220.3,222.5
Rabl6,571.9,588.3,559.6,0.949,-0.1,0.2,-0.37,7.1e-01,1.0e+00,0.9166,14325,594.6,682,488.4,531.1,707.2,435.6,564.5
Park7,842.2,825.2,854.9,1.037,0.1,0.14,0.37,7.1e-01,1.0e+00,0.9167,14327,834.7,842.3,798.7,908.2,735.4,836.1,939.9
Sec62,1284.4,1314.7,1261.7,0.96,-0.1,0.16,-0.37,7.1e-01,1.0e+00,0.9168,14331,1193,1184.6,1566.6,1175.3,1180.8,1401.3,1289.4
Gm35874,0.5,0.4,0.6,1.902,0.9,2.54,0.37,7.1e-01,1.0e+00,NA,NA,0,1.3,0,0,0,0.6,1.9
Gm53360,0.5,0.4,0.6,1.902,0.9,2.54,0.37,7.1e-01,1.0e+00,NA,NA,0,1.3,0,0,0,0.6,1.9
Pasd1,0.5,0.4,0.6,1.902,0.9,2.54,0.37,7.1e-01,1.0e+00,NA,NA,0,1.3,0,0,0,0.6,1.9
Pla2g10,0.5,0.4,0.6,1.902,0.9,2.54,0.37,7.1e-01,1.0e+00,NA,NA,0,1.3,0,0,0,0.6,1.9
Slx4,47.9,49.9,46.4,0.932,-0.1,0.28,-0.37,7.1e-01,1.0e+00,0.9171,14339,55.4,49.6,44.6,38.8,47,46,53.8
Kif5c,2,1.6,2.2,1.353,0.4,1.19,0.37,7.1e-01,1.0e+00,NA,NA,2.8,1.3,0.8,2.1,3.1,1.9,1.9
Zbtb43,14.6,15.5,13.9,0.867,-0.2,0.57,-0.37,7.1e-01,1.0e+00,0.9172,14343,14.8,20.4,11.3,16.8,25.1,6.4,7.4
Gm39307,1.8,2.2,1.5,0.68,-0.6,1.52,-0.37,7.1e-01,1.0e+00,NA,NA,1.8,0,4.9,4.2,0,1.9,0
Slc22a4,6,6.5,5.6,0.837,-0.3,0.7,-0.37,7.1e-01,1.0e+00,0.9173,14346,8.3,3.8,7.3,4.2,6.3,4.5,7.4
H3c11,1.6,1.9,1.3,0.712,-0.5,1.34,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,2.5,2.4,3.1,0,1.3,0.9
Apobec3,231.6,226.2,235.7,1.043,0.1,0.17,0.36,7.2e-01,1.0e+00,0.9175,14351,210.5,255.8,212.2,234.6,250.9,227.4,229.9
Podxl,82.1,87.7,77.8,0.882,-0.2,0.5,-0.36,7.2e-01,1.0e+00,0.9175,14352,184.7,42,36.5,102.7,98.8,64.5,45.4
Phax,188,182.2,192.3,1.05,0.1,0.19,0.36,7.2e-01,1.0e+00,0.9176,14355,181.9,185.8,179,161.3,235.2,176.3,196.5
Gm46209,20.9,22.4,19.7,0.895,-0.2,0.44,-0.36,7.2e-01,1.0e+00,0.9176,14356,15.7,19.1,32.4,22,11,25.5,20.4
1810009A15Rik,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
2010010A06Rik,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
4833413N01Rik,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Akr1c21,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Atp6ap1l,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Ccdc177,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Cd86,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
E230032D23Rik,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Edn3,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm14827,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm15517,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm2004,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm2412,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm24451,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm24888,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm25899,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm29979,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm30238,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm30724,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm30763,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm31154,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm32210,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm33222,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm33645,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm34349,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm34736,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm36893,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm38651,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm38930,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm41937,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm46457,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm46809,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm46842,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm51695,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm51993,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm52002,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm52598,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm53770,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm57692,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm57810,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm8577,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gm9288,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Gpr34,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Kank4os,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Kcnmb4os2,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Lhx2,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
M5C1000I18Rik,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Macc1,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Mir143,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
ND3,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Pdcd1lg2,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Pgam2,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Pou2f3,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Ptpn20,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Slc35f3,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Sowahb,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Spehd,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Sstr1,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Styxl2,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Syndig1l,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Tnfrsf13b,0.2,0,0.4,2.585,1.4,3.76,0.36,7.2e-01,1.0e+00,NA,NA,0,0,0,0,0,0.6,0.9
Cnot11,118.1,114.6,120.7,1.051,0.1,0.2,0.36,7.2e-01,1.0e+00,0.9176,14413,110.8,108.2,124.7,136.2,112.9,116.9,116.8
Ddb1,2403.3,2339,2451.5,1.048,0.1,0.19,0.36,7.2e-01,1.0e+00,0.9176,14414,2170.8,2861.6,1984.5,2356.9,2755.1,1994,2700.1
Gm36722,5.5,4.8,6,1.238,0.3,0.85,0.36,7.2e-01,1.0e+00,0.9176,14415,2.8,5.1,6.5,13.6,4.7,3.8,1.9
Ccdc63,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Ccer1,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Disp3,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Gm26799,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Gm29720,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Gm31936,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Gm32213,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Gm33724,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Gm46382,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Ip6k3,0.5,0.6,0.4,0.48,-1.1,2.91,-0.36,7.2e-01,1.0e+00,NA,NA,1.8,0,0,0,1.6,0,0
Ano10,219.5,225.7,214.8,0.954,-0.1,0.19,-0.36,7.2e-01,1.0e+00,0.9182,14434,226.2,253.2,197.6,182.3,222.7,209.5,244.7
Ptgs2,470.5,448.7,486.8,1.085,0.1,0.32,0.36,7.2e-01,1.0e+00,0.9182,14435,470.9,315.6,559.7,316.3,511.2,802.8,317
Ppp4c,199.3,205,194.9,0.955,-0.1,0.18,-0.36,7.2e-01,1.0e+00,0.9184,14440,214.2,204.9,196,168.6,191.3,229.9,190
Sstr3,1.7,1.3,1.9,1.395,0.5,1.32,0.36,7.2e-01,1.0e+00,NA,NA,1.8,1.3,0.8,2.1,3.1,0.6,1.9
Smad6,95.4,92.3,97.8,1.054,0.1,0.21,0.36,7.2e-01,1.0e+00,0.9184,14441,93.3,90.3,93.2,99.5,108.2,94.5,89
Rbm14,77.6,75.4,79.2,1.065,0.1,0.25,0.36,7.2e-01,1.0e+00,0.9184,14442,60,94.2,72.1,77.5,65.9,84.3,89
Dync1li2,226.8,232.1,222.8,0.959,-0.1,0.17,-0.36,7.2e-01,1.0e+00,0.9184,14443,210.5,244.3,241.4,233.6,224.2,206.3,227.1
9430097D07Rik,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
C5ar1,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm15526,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm16835,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm19500,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm39329,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm40208,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm42064,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm5089,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm52816,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Gm7904,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Shisa2,0.4,0.6,0.2,0.498,-1,2.77,-0.36,7.2e-01,1.0e+00,NA,NA,0.9,0,0.8,0,0,0,0.9
Pidd1,22,20.9,22.9,1.108,0.1,0.41,0.36,7.2e-01,1.0e+00,0.9184,14455,17.5,30.5,14.6,23,26.7,20.4,21.3
Gm6929,9.1,9.8,8.5,0.864,-0.2,0.58,-0.36,7.2e-01,1.0e+00,0.9184,14456,10.2,12.7,6.5,8.4,11,6.4,8.3
Tacc2,170.7,164,175.7,1.063,0.1,0.24,0.36,7.2e-01,1.0e+00,0.9184,14457,194.8,157.8,139.3,156.1,247.8,155.2,143.7
1700028E10Rik,1.1,0.8,1.3,1.577,0.7,1.81,0.36,7.2e-01,1.0e+00,NA,NA,0,0,2.4,3.1,0,1.3,0.9
Ndufb1,120.8,125,117.6,0.935,-0.1,0.27,-0.36,7.2e-01,1.0e+00,0.9184,14459,89.6,112,173.3,132,131.7,115,91.8
Tmem30b,2,1.6,2.2,1.373,0.5,1.26,0.36,7.2e-01,1.0e+00,NA,NA,2.8,1.3,0.8,5.2,1.6,1.3,0.9
Gm53436,0.9,1.2,0.8,0.617,-0.7,1.92,-0.36,7.2e-01,1.0e+00,NA,NA,2.8,0,0.8,2.1,0,0,0.9
Ugdh,1585.8,1534.9,1624.1,1.059,0.1,0.23,0.36,7.2e-01,1.0e+00,0.9184,14462,1579.8,1567.6,1457.2,1339.8,1267,2417.5,1472
Gm52357,12.9,13.5,12.4,0.863,-0.2,0.59,-0.36,7.2e-01,1.0e+00,0.9184,14463,12.9,11.5,16.2,8.4,26.7,8.9,5.6
Nme7,7.7,7,8.2,1.184,0.2,0.67,0.36,7.2e-01,1.0e+00,0.9184,14463,4.6,7.6,8.9,4.2,6.3,7.7,14.8
Rbm12,42.3,40.9,43.4,1.082,0.1,0.31,0.36,7.2e-01,1.0e+00,0.9184,14464,32.3,54.7,35.6,49.2,34.5,40.9,49.1
Nt5m,127.3,131.3,124.3,0.946,-0.1,0.22,-0.36,7.2e-01,1.0e+00,0.9184,14465,131.1,117.1,145.8,123.6,127,150.1,96.4
Gins2,66.5,63.9,68.4,1.093,0.1,0.35,0.36,7.2e-01,1.0e+00,0.9184,14466,51.7,95.4,44.6,85.9,36.1,74.7,76.9
Limd1,387.8,396.2,381.5,0.963,-0.1,0.15,-0.36,7.2e-01,1.0e+00,0.9184,14467,400.7,371.5,416.3,347.8,371.6,399.8,406.9
Rnf32,2.6,3.1,2.2,0.723,-0.5,1.29,-0.36,7.2e-01,1.0e+00,NA,NA,5.5,3.8,0,0,3.1,1.3,4.6
Trmt112,32.5,33.6,31.6,0.913,-0.1,0.36,-0.36,7.2e-01,1.0e+00,0.9184,14469,30.5,33.1,37.3,28.3,50.2,24.9,23.2
Maea,434.6,446,426,0.958,-0.1,0.17,-0.36,7.2e-01,1.0e+00,0.9184,14470,450.6,422.4,464.9,408.5,345,484.1,466.2
Med8,197.3,192.2,201.2,1.05,0.1,0.2,0.36,7.2e-01,1.0e+00,0.9184,14471,191.1,178.1,207.4,214.7,153.7,203.7,232.7
Mcrs1,99.4,102.2,97.3,0.946,-0.1,0.22,-0.36,7.2e-01,1.0e+00,0.9184,14472,102.5,91.6,112.6,105.8,92.5,80.5,110.3
Col6a3,1621.5,1678.1,1579.1,0.941,-0.1,0.24,-0.36,7.2e-01,1.0e+00,0.9184,14473,1277.9,2112.2,1644.3,2162.1,1318.8,1189.3,1646.2
Dnajc19,86.8,89.3,85,0.941,-0.1,0.24,-0.36,7.2e-01,1.0e+00,0.9184,14474,88.6,67.4,111.8,79.6,90.9,78.6,90.8
Gm46877,9.4,10.4,8.6,0.863,-0.2,0.59,-0.36,7.2e-01,1.0e+00,0.9186,14477,10.2,15.3,5.7,7.3,7.8,10.9,8.3
