"","control_1.bam","control_2.bam","control_3.bam","knockdown_1.bam","knockdown_2.bam","knockdown_3.bam"
"Gm27934",0,0,0,0,0,0
"Gm25832",0,0,0,0,0,0
"Myl1",0,0,0,0,0,0
"Lancl1",122,102,128,140,102,72
"Gm57531",3,6,2,3,4,2
"Cps1",0,0,0,0,0,0
"Gm26342",0,0,0,0,0,0
"Gm39658",0,0,0,0,0,0
"Gm15669",0,0,0,0,0,0
"Erbb4",0,0,0,0,0,0
"Gm25542",0,0,0,0,0,0
"Gm53558",0,0,0,0,0,0
"Gm51744",0,0,0,0,0,0
"Gm8840",0,0,0,0,0,0
"Gm28497",0,0,0,0,0,0
"Ikzf2",10,15,10,5,3,2
"Gm53559",0,0,0,0,0,0
"Gm29822",1,0,0,0,0,0
"Spag16",0,0,0,0,0,0
"Gm23879",0,0,0,0,0,0
"Gm23422",0,0,0,0,0,0
"Gm57571",0,0,0,0,0,0
"Vwc2l",0,0,0,0,0,0
"Gm29906",0,0,0,0,0,0
"Gm57799",0,0,0,0,0,0
"Gm53490",0,0,0,0,0,0
"Bard1",31,34,28,33,31,15
"Gm53560",0,0,0,0,0,0
"Abca12",0,0,0,0,0,0
"Gm39659",0,0,0,0,0,0
"Gm6947",6,5,6,0,15,3
"Atic",469,833,415,560,541,333
"Fn1",383,426,424,245,226,146
"Apol7d",1,1,2,0,1,0
"Gm39660",0,0,0,0,0,0
"Gm30160",0,0,0,0,0,0
"Gm30308",0,0,0,0,0,0
"Gm8883",0,0,0,0,0,0
"Gm28818",0,0,0,0,0,0
"4933417E11Rik",0,0,0,0,0,0
"Gm5528",0,0,4,1,2,2
"Gm4319",0,0,0,0,0,0
"Mreg",1,2,1,4,5,0
"Gm51630",0,0,0,0,0,0
"Gm25360",1,0,0,0,0,0
"Gm23472",1,0,0,1,1,1
"D230017M19Rik",1,0,0,0,0,0
"Gm24497",0,0,1,0,0,1
"Gm25939",2,0,1,0,0,1
"Pecr",36,35,19,30,20,22
"Tmem169",0,1,0,0,0,0
"Gm51631",0,0,0,0,0,0
"Xrcc5",248,286,231,270,231,154
"Gm39661",0,0,0,0,0,0
"Marchf4",4,5,4,3,1,1
"Smarcal1",87,100,81,132,63,56
"Gm39662",0,0,0,1,1,0
"Ankar",0,0,0,0,0,0
"Rpl37a",7700,9806,12224,11560,9303,7407
"Gm51632",0,0,0,0,0,0
"Gm39663",0,0,0,0,0,3
"Gm30788",1,0,0,0,0,0
"Gm30847",0,0,0,0,0,0
"Igfbp2",0,0,0,0,0,0
"Igfbp5",64,73,53,363,335,179
"Gm31047",0,0,0,0,0,0
"Gm31137",0,0,0,0,0,0
"Tnp1",0,0,0,0,0,0
"Teshl",0,0,0,0,0,0
"Gm53561",0,0,0,0,0,0
"Gm31254",0,0,0,0,0,0
"Gm29185",0,0,0,0,0,0
"Gm31344",0,0,0,0,0,0
"Pinc",0,0,0,0,0,0
"D530049I02Rik",0,0,0,0,0,0
"C530043A13Rik",0,0,0,0,0,0
"6030407O03Rik",0,0,0,0,0,0
"Gm29183",0,0,0,0,1,0
"Mir6351",0,0,0,0,0,0
"Tns1",19,39,21,24,31,25
"Gm39664",0,2,0,0,0,1
"Gm31637",0,0,0,0,0,0
"Rufy4",4,9,10,8,7,1
"Cxcr2",5,2,2,3,2,0
"Cxcr1",0,0,0,0,0,0
"Mir1928",0,0,0,0,0,0
"Gm31691",0,0,0,0,0,0
"Gm25524",0,0,0,0,0,0
"Arpc2",4169,4864,4349,4777,3882,3047
"Gpbar1",0,0,0,0,0,0
"Aamp",742,1033,961,583,780,541
"Gm28364",0,0,0,0,0,0
"Pnkd",394,409,338,273,369,251
"Tmbim1",805,986,573,692,707,486
"Catip",0,1,0,0,0,1
"Slc11a1",5,7,4,1,3,4
"Ctdsp1",286,393,252,235,286,193
"Gm53562",1,1,0,2,2,0
"Mir26b",0,0,0,0,0,0
"Vil1",101,161,150,222,266,202
"Usp37",74,74,52,59,79,39
"Cnot9",123,154,80,120,158,76
"Plcd4",4,3,0,5,0,2
"Zfp142",59,99,41,43,79,36
"Bcs1l",60,93,53,92,77,41
"Rnf25",97,112,85,108,94,45
"Stk36",8,14,6,10,14,8
"Ttll4",125,124,56,106,74,52
"Cyp27a1",9,7,9,10,5,9
"Prkag3",2,0,1,1,2,0
"Wnt6",0,0,0,0,0,0
"Gm29539",0,0,0,0,0,0
"Gm32099",0,0,0,0,0,0
"Wnt10a",0,1,1,0,0,1
"n-TGgcc3",0,0,0,0,0,0
"Gm32275",2,7,0,0,3,3
"Gm53563",0,0,0,0,0,0
"Gm16582",0,0,0,0,0,0
"Cdk5r2",1,0,0,0,0,0
"Fev",0,0,0,0,0,0
"Cryba2",0,0,0,0,0,0
"Mir375",0,0,0,0,0,0
"Cfap65",0,0,0,0,0,0
"Ihh",1,4,1,1,1,1
"Nhej1",40,56,38,46,54,35
"Slc23a3",4,2,8,14,5,5
"Cnppd1",181,321,287,329,225,198
"Retreg2",218,300,236,318,227,196
"Zfand2b",83,117,100,83,112,69
"Abcb6",107,174,154,106,162,82
"Atg9a",162,261,255,238,193,130
"Ankzf1",11,10,9,12,7,5
"Glb1l",6,4,3,2,4,4
"Stk16",357,488,312,265,415,263
"Tuba4a",850,985,683,466,681,431
"A630095N17Rik",0,0,0,0,0,0
"Dnajb2",48,48,38,38,34,17
"Ptprn",526,599,376,398,462,299
"Resp18",0,0,0,0,0,1
"Dnpep",503,528,306,448,476,321
"Des",0,0,0,1,1,0
"Gm15179",0,0,0,0,0,0
"Speg",3,1,7,0,2,2
"Gmppa",121,128,53,53,116,57
"Gm53564",0,0,0,0,0,0
"Asic4",0,0,0,0,0,0
"Gm32506",1,0,0,0,0,0
"Chpf",195,205,149,71,174,90
"Tmem198",3,4,5,1,0,8
"Obsl1",1,8,3,4,6,4
"Inha",0,0,0,0,0,0
"Stk11ip",57,49,54,44,31,19
"Gm15183",0,0,0,0,0,0
"Slc4a3",17,31,18,15,16,13
"Gm15180",0,0,0,0,0,0
"Gm32622",0,0,0,0,0,0
"Gm29065",0,0,0,0,0,0
"Gm32737",0,0,0,0,0,0
"Gm53565",0,0,0,0,0,0
"Gm17751",0,0,0,0,0,0
"Mir6343",0,0,0,0,0,0
"Gm29069",0,0,0,0,0,0
"Gm816",0,0,0,0,0,0
"Epha4",344,431,403,350,316,233
"Mir6352",0,0,0,0,0,0
"Gm32793",0,2,0,0,0,0
"Gm32974",0,0,0,0,0,0
"Gm33083",0,0,0,0,0,0
"Gm33030",0,0,0,0,1,0
"Gm26263",0,0,0,0,0,0
"Pax3",1,2,12,4,1,2
"Gm33152",0,0,0,0,0,0
"Gm2102",0,0,0,0,0,0
"Sgpp2",31,21,25,63,48,38
"Gm51634",0,0,0,0,0,0
"Farsb",611,592,456,647,479,397
"Mogat1",0,0,0,0,0,1
"Gm39665",0,0,0,0,0,0
"5730419F03Rik",1,0,4,3,1,1
"Gm57683",0,0,0,0,0,0
"Acsl3",153,259,277,403,359,299
"Utp14b",10,22,13,12,23,13
"Gm51635",0,0,0,0,0,0
"Gm38631",0,0,0,1,0,0
"Gm33693",0,0,0,0,0,0
"Gm29536",0,0,0,0,0,0
"Kcne4",0,0,1,0,0,0
"Gm57565",0,0,0,0,0,0
"Scg2",0,0,0,0,0,0
"Gm24160",0,0,0,0,0,0
"Ap1s3",17,10,14,19,11,2
"Wdfy1",23,31,35,29,24,29
"Mrpl44",233,260,254,287,262,158
"Gm39666",0,0,0,0,0,0
"Serpine2",0,1,2,1,0,0
"Gm28071",0,0,0,0,0,0
"Gm33970",0,0,0,0,0,0
"Gm23934",0,0,1,0,0,0
"Fam124b",0,0,0,0,0,0
"Gm57487",0,0,0,0,0,0
"2310015K22Rik",0,0,0,0,0,0
"Gm34098",0,0,0,0,0,0
"Cul3",220,246,287,256,252,170
"Gm39667",1,1,2,0,0,0
"Gm38673",0,0,0,0,0,0
"1700016L21Rik",0,0,0,0,0,0
"Dock10",0,0,0,0,1,0
"Nyap2",0,0,0,0,0,0
"Gm53566",0,0,0,0,0,0
"Mir6344",0,0,0,0,0,0
"Irs1",25,31,38,22,30,21
"Rhbdd1",61,82,120,107,54,83
"Gm46095",3,3,0,1,1,2
"Col4a4",1,2,0,3,1,4
"Col4a3",1,4,7,3,4,3
"C430014B12Rik",0,0,1,1,2,2
"Mff",452,554,602,433,447,301
"Tm4sf20",14,22,3,52,33,17
"Gm34286",1,3,4,2,5,0
"Gm17764",0,0,0,0,0,0
"Gm34450",1,0,1,1,1,0
"Agfg1",270,408,339,416,349,275
"Slc19a3",0,0,0,0,0,0
"Krtap28-13",0,0,0,0,0,0
"Ccl20",170,197,146,143,121,83
"Daw1",5,14,11,8,12,4
"Sphkap",0,0,0,0,0,0
"Gm24555",0,0,0,0,0,0
"Gm51636",38,45,31,52,52,24
"Pid1",0,3,0,2,2,1
"Mir6353",0,0,0,0,0,0
"Dner",0,0,0,1,0,1
"Gm57795",0,0,0,0,0,0
"Mir5126",0,0,0,0,0,0
"Gm51637",0,0,0,0,0,0
"Trip12",361,400,304,411,359,273
"Fbxo36",12,19,13,11,9,9
"Slc16a14",1,0,0,0,1,0
"Gm39669",0,0,0,0,1,1
"Gm15433",0,0,0,0,0,0
"Sp140l1",1,0,0,0,0,0
"A530040E14Rik",0,0,1,0,0,0
"Gm38510",0,0,0,0,0,0
"Gm53253",0,0,0,1,0,0
"Gm53568",0,0,0,0,0,0
"Gm7609",0,1,0,0,0,0
"Sp140l2",0,0,1,0,0,0
"LOC118567760",0,0,0,0,0,0
"Gm53567",0,0,1,0,0,0
"Gm2619",0,1,0,0,0,0
"Gm7592",0,0,0,0,0,0
"Gm2427",0,0,0,1,0,1
"Sp110",0,0,0,0,1,0
"Sp140",1,1,1,1,0,1
"Sp100",1,3,0,0,0,0
"A630001G21Rik",0,0,0,1,0,0
"Mir8096",0,0,0,0,0,0
"9930111H07Rik",0,0,0,0,0,0
"Cab39",343,348,221,423,353,189
"Itm2c",341,324,338,432,345,241
"Gm32302",0,0,0,0,0,0
"Gm51745",0,0,0,0,0,0
"4933407L21Rik",0,0,0,0,0,0
"Gpr55",0,0,0,0,0,0
"Gm41905",0,0,0,0,0,0
"Gm53569",0,0,0,0,0,0
"Spata3",0,0,0,0,0,0
"2810459M11Rik",0,0,0,0,0,0
"Psmd1",1032,1186,1145,1241,1048,703
"Gm22786",0,1,0,0,0,0
"Htr2b",1,3,0,2,6,3
"Gm53570",0,4,3,0,0,3
"Armc9",14,32,25,28,32,24
"Gm46098",0,1,1,0,1,0
"Gm16341",0,0,0,0,0,0
"Gm28626",0,0,0,0,0,0
"B3gnt7",0,0,0,0,0,0
"Gm5258",0,0,0,0,0,0
"Ncl",3800,4829,5236,4595,3593,2389
"Snora75",1,1,0,0,0,1
"Mir3535",0,0,0,0,1,0
"Snord82",0,0,0,0,0,0
"C130036L24Rik",6,4,9,4,4,3
"Nmur1",0,0,0,0,0,0
"Tex44",0,0,0,0,0,0
"Gm32700",1,0,0,0,0,0
"Gm32758",0,0,0,0,0,0
"Gm41907",0,0,0,0,0,1
"Ptma",6826,7493,5868,7243,6174,4048
"Pde6d",181,203,225,188,171,97
"Cops7b",76,79,50,47,75,58
"Gm41908",0,0,0,0,1,2
"Nppc",0,0,0,0,0,0
"Dis3l2",3,12,6,10,9,5
"Gm41909",0,0,0,0,0,0
"Gm28375",0,0,0,0,0,0
"Gm41910",0,0,0,1,0,0
"Gm29371",64,83,50,74,68,47
"Alppl2",0,0,0,0,0,0
"Alpi",4,2,7,35,31,10
"Akp3",0,0,0,0,1,0
"Ecel1",0,0,0,0,0,0
"Gm51638",0,0,0,0,0,0
"Gm33292",0,0,0,0,0,0
"Prss56",0,1,1,2,2,2
"Chrnd",0,0,1,0,0,0
"Chrng",0,0,0,0,0,0
"Eif4e2",588,688,650,782,685,459
"Gm53571",1,3,2,2,8,0
"Gm26187",0,0,0,0,0,0
"Efhd1",0,0,0,0,0,0
"Gm41911",0,0,0,0,0,0
"Gigyf2",115,101,84,154,115,79
"Gm22549",0,0,0,0,0,0
"Kcnj13",1,0,0,0,1,0
"Snorc",0,0,0,0,0,0
"Ngef",75,64,57,81,65,51
"Gm6153",4,1,1,4,7,2
"Gm46099",0,0,0,0,0,0
"Neu2",10,12,6,6,18,10
"Inpp5d",0,0,0,2,0,0
"Gm33470",0,0,0,0,0,0
"Gm33517",0,0,0,0,1,0
"Atg16l1",146,153,103,116,101,80
"Gm25395",0,0,0,0,0,0
"Gm53572",0,0,0,0,0,0
"Scarna6",0,0,0,0,0,0
"Sag",4,1,6,7,1,0
"Dgkd",190,223,150,130,187,119
"Gm19582",0,0,0,0,0,0
"Usp40",146,134,108,107,101,91
"Ugt1a10",0,0,0,0,0,0
"Gm38421",0,0,0,0,0,0
"Ugt1a9",0,0,0,0,0,0
"Ugt1a8",0,0,0,0,0,0
"Ugt1a7c",0,1,2,2,4,1
"Ugt1a6b",0,0,0,0,0,0
"Ugt1a6a",0,0,0,0,0,0
"Ugt1a5",0,0,0,0,0,0
"Ugt1a2",0,0,0,0,0,0
"Dnajb3",0,0,0,0,0,1
"Ugt1a1",0,0,0,0,0,0
"Mroh2a",0,1,0,0,0,0
"Hjurp",388,443,375,296,409,249
"Trpm8",0,0,0,0,0,0
"Spp2",6,7,2,11,12,5
"Gm29538",0,0,0,0,0,0
"Gm28888",1,1,1,1,1,0
"Glrp1",5,5,5,9,4,12
"Gm19589",1,4,0,0,1,2
"Gm41912",0,0,0,0,0,0
"Arl4c",355,465,326,244,307,190
"Platr5",0,0,0,0,0,0
"Gm4753",0,0,0,0,0,0
"Gm34194",0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0
"Sh3bp4",220,236,215,264,197,148
"Gm34331",1,2,2,1,2,1
"C030007H22Rik",0,0,0,0,0,0
"Gm41913",0,0,0,0,0,0
"Agap1",215,199,198,250,187,118
"Gm41914",1,0,1,1,0,0
"4933400F21Rik",3,8,3,0,2,4
"Gbx2",0,0,0,0,0,0
"LOC102637806",0,0,0,0,0,0
"Asb18",0,0,0,0,0,0
"Gm41915",0,0,0,0,0,0
"Gm34616",0,0,0,0,0,0
"Iqca1",0,0,0,0,0,0
"4930434B07Rik",0,0,0,0,0,0
"Ackr3",89,117,42,64,81,47
"2700003A03Rik",1,4,2,1,1,0
"Gm34992",0,0,0,0,0,0
"Gm28722",0,0,0,0,0,0
"Gm35048",63,56,44,38,30,21
"Gm35141",0,0,0,0,0,0
"Gm41917",0,0,0,0,0,0
"Gm35192",0,0,0,0,0,0
"Cops8",681,720,644,705,633,449
"Gm35242",0,0,0,0,0,0
"Gm9991",0,0,0,0,0,0
"Gm35332",0,0,0,0,0,0
"Gm41918",0,0,0,0,0,0
"Col6a3",8,5,7,6,5,2
"Gm35381",1,0,6,0,0,0
"Mlph",763,894,749,745,861,582
"Prlh",2,0,0,0,2,0
"Rab17",37,38,23,42,40,27
"Lrrfip1",171,444,503,558,329,324
"Rbm44",6,5,5,5,6,0
"Gm35443",0,0,0,0,0,0
"Ramp1",9,11,10,8,11,8
"Ube2f",198,266,227,203,242,185
"Gm7785",63,89,54,49,69,32
"Scly",81,109,95,63,61,40
"Espnl",0,0,0,0,0,0
"Klhl30",0,1,1,1,0,1
"Erfe",1,1,1,0,0,0
"Ilkap",101,121,83,85,124,45
"1700020N18Rik",0,0,0,0,0,0
"Hes6",146,205,159,140,174,110
"Per2",10,21,16,27,25,18
"Gm35591",0,0,0,0,0,0
"Gm28382",0,0,0,0,0,0
"Traf3ip1",76,79,52,63,78,62
"Asb1",33,43,52,59,60,24
"Gm28380",0,0,0,0,0,0
"Twist2",61,58,58,69,122,60
"Gm46117",0,0,0,0,0,0
"Gm46242",0,0,0,0,0,0
"Hdac4",120,123,56,97,124,56
"Gm50604",0,0,0,0,0,0
"Gm53573",0,0,0,0,0,0
"Gm53574",0,1,0,0,0,0
"Gm35992",0,0,0,0,0,0
"Gm7837",0,0,0,0,0,0
"Ndufa10",712,952,662,640,751,538
"Mir6900",0,0,0,0,0,0
"Or6b2",0,0,0,0,0,0
"Or6b2b",0,0,0,0,0,0
"Or6b3",0,0,0,0,0,0
"Or9s23",0,0,0,0,0,0
"Or9s27",0,0,0,0,0,0
"Or9s15",0,0,0,0,0,0
"Or9s14",0,0,0,0,0,0
"Or9s13",0,0,0,0,0,0
"Cops9",611,602,545,696,533,490
"Otos",0,0,0,0,0,0
"Gm29483",0,0,0,0,0,0
"Gm36102",0,0,0,0,0,0
"Gm29481",0,0,0,0,0,1
"Gpc1",4,8,5,3,2,3
"Gm29480",0,0,0,0,0,0
"Mir149",0,0,0,0,0,0
"Ankmy1",0,1,0,0,0,0
"Gm57577",0,0,0,0,0,0
"Dusp28",7,8,6,7,7,2
"5033417F24Rik",3,0,1,2,0,0
"Rnpepl1",181,283,120,107,178,126
"9430060I03Rik",4,9,5,1,7,0
"Capn10",74,75,55,41,57,38
"Gpr35",0,0,0,0,3,1
"Gm36424",0,0,0,0,0,0
"Gm57553",0,0,0,0,0,0
"Aqp12",0,0,0,0,0,0
"Kif1a",0,0,0,0,1,0
"Gm36472",0,0,0,0,0,0
"Agxt",0,0,0,0,0,0
"Mab21l4",3,3,4,2,1,2
"Crocc2",0,0,0,0,0,0
"Sned1",3,3,1,2,4,2
"Mir6901",0,0,0,0,0,0
"Mterf4",44,55,55,58,51,50
"Gm28535",2,3,2,3,1,3
"Pask",43,47,40,39,58,32
"Ppp1r7",194,280,224,196,235,127
"Mir6902",0,0,0,0,0,0
"Mir6345",0,0,0,0,0,0
"Gm26446",0,0,0,0,0,0
"Ano7",2,2,1,3,8,1
"Hdlbp",1050,1395,854,657,1078,625
"Gm17415",18,10,10,13,16,5
"Septin2",995,1084,1356,1286,1061,813
"Farp2",2,1,1,3,0,0
"Gm41920",3,4,3,3,2,2
"Stk25",27,33,20,37,22,29
"Bok",726,824,791,286,611,441
"Thap4",135,144,102,86,118,83
"Atg4b",193,229,211,296,237,144
"Dtymk",653,661,828,896,635,430
"Ing5",77,50,41,56,92,50
"Gm22089",0,0,0,0,0,0
"D2hgdh",31,43,26,40,28,22
"Gal3st2",0,0,0,1,0,0
"Gal3st2b",0,0,0,1,0,0
"Gm7889",0,0,0,0,0,0
"Gal3st2c",0,0,0,0,0,0
"Neu4",0,0,0,0,0,0
"Pdcd1",0,0,0,0,0,0
"Gm7891",0,0,0,0,0,0
"Gm23389",0,0,0,0,0,0
"4930440C22Rik",0,0,0,0,0,0
"Gm23181",0,0,0,0,0,0
"Gm5264",0,0,0,0,0,0
"Fam174a",62,64,83,97,79,62
"St8sia4",0,0,0,0,1,1
"Gm30431",0,0,0,0,0,0
"4930598F16Rik",0,0,0,0,0,0
"Gm22360",0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0
"Gm29601",0,0,0,0,0,0
"Gm30490",0,0,0,0,0,0
"4930533P14Rik",0,0,0,0,0,0
"Gm26245",0,0,0,0,0,0
"Gm26078",0,0,0,0,0,0
"Slco4c1",0,0,0,0,1,0
"Panct2",0,0,0,0,0,1
"Slco6b1",0,0,0,0,0,0
"Slco6c1",0,0,0,0,0,0
"Gm7133",0,0,0,0,0,0
"Gm7135",0,0,0,0,1,0
"Macir",117,94,138,162,127,123
"Ppip5k2",58,84,91,89,119,91
"Gin1",51,54,49,70,65,25
"Pam",84,86,54,83,105,54
"Gm31771",0,0,0,0,0,0
"B230216N24Rik",2,1,1,2,2,1
"Gm24465",0,0,0,0,0,0
"Gm51640",7,7,6,8,5,5
"1810006J02Rik",0,0,0,0,0,0
"Gm29461",0,0,0,0,0,0
"Gm46078",0,0,0,0,0,0
"Slco6d1",4,2,1,0,2,1
"Gm7967",0,0,0,0,0,0
"Gm23434",0,0,0,0,0,0
"Gm51641",0,1,0,0,2,0
"Cntnap5b",0,0,0,0,0,0
"Gm53575",2,5,2,3,4,0
"Gm41923",0,0,0,0,0,0
"Gm23602",0,0,0,0,0,0
"Gm29667",1262,1466,376,546,1248,829
"Gm46243",0,0,0,0,0,0
"Gm20268",0,0,0,0,0,0
"Gm31973",0,0,0,0,0,0
"Gm57575",0,0,0,0,0,0
"Gm28188",0,0,0,0,0,0
"Gm24122",0,0,0,0,0,0
"Gm23036",0,0,0,0,0,0
"Gm20281",0,0,0,0,0,0
"Gm22034",0,0,0,0,0,0
"Gm23965",0,0,0,0,0,0
"Gm41924",0,0,0,0,0,0
"Cdh20",0,0,0,0,0,0
"Gm53576",0,0,0,0,0,0
"Gm41925",0,0,0,0,0,0
"Gm29012",0,0,0,0,0,0
"Rnf152",5,12,14,7,8,6
"Gm17634",0,1,1,0,0,1
"Gm28403",1,0,2,0,0,0
"Gm57564",0,0,0,0,0,0
"Pign",73,87,53,86,66,48
"Gm20302",174,215,431,235,229,209
"Relch",32,47,37,57,41,44
"Gm10193",28,16,18,20,19,23
"Tnfrsf11a",9,12,32,8,8,15
"Gm41926",12,11,8,8,4,8
"Gm41927",0,0,0,0,0,0
"Gm26214",0,0,0,0,0,0
"Gm7160",5,5,5,0,4,4
"Zcchc2",129,149,112,167,125,85
"Gm20753",0,0,0,0,0,1
"Phlpp1",127,159,115,120,106,80
"Gm6651",1,0,1,0,2,0
"Gm41928",0,0,0,0,0,0
"Bcl2",110,102,84,81,48,52
"Mir3473f",0,0,0,0,0,0
"Gm37053",0,0,0,0,0,0
"Kdsr",114,126,72,81,92,50
"Vps4b",144,164,220,244,201,132
"Gm53577",0,0,0,3,0,1
"Serpinb5",21,26,17,10,19,12
"Serpinb12",0,0,0,0,0,0
"Serpinb13",0,0,0,0,0,0
"Serpinb3a",0,0,0,0,0,0
"Serpinb3d",0,0,0,0,0,0
"Serpinb3b",0,0,0,0,0,0
"Serpinb3c",0,0,0,0,0,0
"Gm8089",0,0,0,0,0,0
"Serpinb11",0,0,0,0,0,0
"Serpinb7",0,0,0,0,0,0
"Gm24553",0,0,0,0,0,0
"Serpinb2",0,1,0,0,0,1
"Serpinb10",1,5,4,2,6,4
"Serpinb8",1,0,1,1,2,0
"Gm15389",0,0,0,0,0,0
"Gm24267",0,0,0,0,0,0
"Gm22438",0,0,0,0,0,0
"D830032E09Rik",0,0,0,0,0,0
"Gm41929",0,0,0,0,0,0
"Gm57532",0,0,0,0,0,0
"Gm22159",0,0,0,0,0,0
"Cdh7",0,0,0,0,0,0
"Gm41930",0,0,0,0,0,0
"Cdh19",0,0,0,0,0,0
"n-TKctt7",0,0,0,0,0,0
"4921525D07Rik",0,0,0,0,0,0
"Dsel",0,0,2,0,1,1
"Gm6717",0,0,0,0,0,0
"Gm32810",0,0,0,0,0,0
"Gm53578",0,0,0,0,0,0
"Gm22331",0,0,0,0,0,0
"Gm41932",0,0,0,0,0,0
"Gm46244",0,0,0,0,0,0
"Gm32985",0,0,0,0,0,0
"Gm33042",0,0,0,0,0,0
"Gm50605",0,0,0,0,0,0
"Cntnap5a",0,0,0,0,0,0
"Gm24030",0,0,0,0,0,0
"B020011L13Rik",0,0,0,0,0,0
"Gm53579",0,0,0,0,0,0
"Gm53580",0,0,0,0,0,0
"Tsn",926,875,715,875,805,525
"Nifk",419,382,315,432,352,311
"Gm28867",0,0,0,0,0,0
"Clasp1",97,118,81,90,90,53
"Gm26080",0,0,0,0,0,0
"2900060B14Rik",1,1,0,0,0,1
"Tfcp2l1",41,56,47,48,38,25
"Gm23497",0,0,0,0,0,0
"Gli2",0,0,0,0,0,0
"Gm51642",1,0,0,0,0,0
"Mir6346",0,0,0,0,0,0
"Gm41934",0,0,0,0,0,0
"Gm46144",0,0,0,0,0,0
"Gm3508",0,0,0,0,0,0
"Gm33388",0,0,0,0,0,0
"Inhbb",0,0,0,1,0,0
"Gm41935",0,0,0,0,0,0
"Gm33490",0,0,0,0,0,0
"Gm33575",0,0,0,0,0,0
"Gm46145",0,0,0,0,0,0
"Ralb",166,191,145,141,204,122
"Gm29454",0,0,0,0,0,0
"Tmem185b",50,65,59,104,65,50
"3830432H09Rik",0,0,0,0,0,0
"Gm25322",0,0,0,0,0,0
"Epb41l5",78,89,66,92,87,51
"Ptpn4",8,6,3,8,9,9
"Gm3851",54,32,28,50,54,21
"Gm29658",0,0,0,0,0,0
"Gm3551",0,0,0,0,0,0
"Gm28209",0,0,0,0,0,0
"Tmem177",69,84,69,66,59,41
"Cfap221",0,0,0,0,0,0
"Gm33817",0,0,0,0,0,0
"Sctr",0,0,0,0,0,0
"Gm33764",0,0,0,0,0,0
"Gm41936",0,0,0,0,0,0
"Tmem37",8,5,11,5,11,2
"Gm41937",0,0,0,0,0,0
"Gm41938",0,0,0,0,0,0
"Dbi",2322,3000,1820,2383,2744,1667
"3110009E18Rik",13,17,12,11,8,5
"Steap3",1,1,6,5,4,0
"Gm53581",0,0,0,0,0,0
"C1ql2",0,0,0,0,0,0
"Gm46154",0,0,0,0,0,0
"Marco",0,0,0,0,0,0
"Gm41939",0,0,0,0,0,0
"En1",156,447,436,292,356,247
"Gm34352",0,0,0,0,0,0
"2610027F03Rik",3,4,1,5,1,0
"Gm29345",0,0,0,0,0,0
"Gm34584",0,0,0,0,0,0
"Gm34698",0,0,0,0,0,0
"Celrr",0,0,0,0,0,0
"Gm46155",0,0,0,0,0,0
"Gm41940",0,0,0,0,1,0
"Insig2",248,247,239,328,266,172
"2210011K15Rik",5,4,3,4,4,3
"Gm35243",0,1,2,2,2,0
"Ccdc93",43,51,49,60,54,41
"Htr5b",0,0,0,0,0,0
"Ddx18",476,520,458,436,447,311
"Gm28590",0,0,0,0,0,0
"Gm24547",0,0,0,0,0,0
"Gm25771",0,0,0,0,0,0
"Dpp10",0,0,0,0,0,0
"Gm24791",0,0,0,0,0,0
"Gm41941",0,0,0,0,0,0
"Gm25578",0,0,0,0,0,0
"Gm53534",0,0,0,0,0,0
"Gm35355",0,0,0,0,0,0
"Actr3",1417,1586,1357,1493,1617,1035
"Slc35f5",99,102,86,134,95,72
"Gpr39",300,306,235,309,218,156
"Gm41943",0,0,0,0,0,0
"Lypd1",0,0,0,1,0,1
"Nckap5",0,0,1,1,1,5
"Gm35562",0,0,0,1,0,0
"4930599A14Rik",0,0,0,0,0,0
"Gm41945",0,0,0,0,0,0
"Mgat5",5,3,11,6,15,2
"Gm8451",6363,7086,5625,14274,10743,5144
"Gm51747",0,0,0,0,0,0
"Gm23370",0,0,0,0,1,0
"Gm23734",0,0,0,0,0,0
"Gm51746",1,1,0,1,2,0
"Gm41947",0,0,0,0,0,0
"Tmem163",39,48,47,41,32,40
"Gm35993",0,0,0,0,0,0
"Acmsd",4,6,0,1,3,2
"2900009J06Rik",4,5,4,4,4,0
"Ccnt2",37,29,35,49,27,26
"Map3k19",0,0,0,1,0,0
"Rab3gap1",132,137,116,131,125,67
"Zranb3",26,38,33,24,29,10
"Gm28800",0,1,0,0,0,0
"Gm8283",30,32,13,17,18,23
"R3hdm1",90,172,195,188,161,99
"Gm29383",0,1,0,0,0,1
"Mir128-1",0,0,0,0,0,0
"Ubxn4",318,357,390,410,390,238
"Gm41949",11,9,10,11,22,10
"Lct",0,0,1,1,0,0
"Mcm6",747,810,748,812,720,469
"Dars1",267,275,364,404,274,283
"Gm23902",0,0,0,0,0,0
"Gm25384",0,0,0,0,0,0
"Gm41950",0,0,0,0,0,0
"Cxcr4",0,0,0,0,0,0
"Gm23056",0,0,0,0,0,0
"Thsd7b",0,0,0,0,0,0
"Gm36347",0,0,0,0,0,0
"Gm29428",0,1,0,0,0,0
"Gm41951",0,0,0,0,0,0
"Cd55b",0,0,0,0,2,0
"Cd55os",0,0,0,0,0,0
"Cd55",14,14,22,25,18,24
"Gm16083",2,0,0,3,1,1
"Zp3r",0,0,0,0,0,0
"Gm23623",0,0,0,0,0,0
"C4bp",0,1,0,6,2,1
